Loi,Groupe,Député,Vote
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Victor Habert-Dassault,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Michel Herbillon,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Sébastien Huyghe,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Guillaume Larrivé,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,Mme Constance Le Grip,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,Mme Véronique Louwagie,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Pauget,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Alain Ramadier,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Robin Reda,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,Mme Michèle Tabarot,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Michel Vialay,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Fabien Di Filippo,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,Mme Claire Guion-Firmin,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Maxime Minot,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Jérôme Nury,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Luc Reitzer,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Diard,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Pierre-Henri Dumont,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Philippe Meyer,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Les Républicains,M. Stéphane Viry,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Vincent Bru,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. David Corceiro,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Yolaine de Courson,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Marguerite Deprez-Audebert,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Bruno Duvergé,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Isabelle Florennes,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Pascale Fontenel-Personne,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Bruno Fuchs,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Laurent Garcia,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Maud Gatel,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Luc Geismar,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Perrine Goulet,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Brahim Hammouche,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Cyrille Isaac-Sibille,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Fabien Lainé,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Mohamed Laqhila,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Philippe Latombe,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Aude Luquet,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Philippe Michel-Kleisbauer,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Bruno Millienne,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Jimmy Pahun,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Frédéric Petit,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Maud Petit,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. François Pupponi,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Richard Ramos,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Sabine Thillaye,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Nicolas Turquois,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,M. Sylvain Waserman,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Mouvement Démocrate (MoDem) et Démocrates apparentés,Mme Michèle de Vaucouleurs,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Guillaume Garot,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Dominique Potier,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Cécile Untermaier,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Marie-Noëlle Battistel,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Alain David,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Laurence Dumont,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Lamia El Aaraje,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Jérôme Lambert,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Josette Manin,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Philippe Naillet,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Christine Pirès Beaune,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Claudia Rouaux,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Hervé Saulignac,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Michèle Victory,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Isabelle Santiago,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Boris Vallaud,Abstention
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Pierre-Yves Bournazel,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Paul Christophe,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,Mme Agnès Firmin Le Bodo,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Antoine Herth,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Dimitri Houbron,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,Mme Aina Kuric,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Luc Lamirault,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Vincent Ledoux,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,Mme Alexandra Louis,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,Mme Valérie Petit,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Agir ensemble,M. Benoit Potterie,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,UDI et Indépendants,M. Yannick Favennec-Bécot,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,UDI et Indépendants,M. Thierry Benoit,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,UDI et Indépendants,Mme Nicole Sanquer,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,UDI et Indépendants,Mme Agnès Thill,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,UDI et Indépendants,M. André Villiers,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Benoit Simian,Pour
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Jean-Félix Acquaviva,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Libertés et Territoires,Mme Frédérique Dumas,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Paul Molac,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. Ugo Bernalicis,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. Éric Coquerel,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. Alexis Corbière,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. Michel Larive,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,Mme Danièle Obono,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,Mme Mathilde Panot,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. Loïc Prud'homme,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. Jean-Hugues Ratenon,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,Mme Muriel Ressiguier,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,Mme Sabine Rubin,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,M. François Ruffin,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,La France insoumise,Mme Bénédicte Taurine,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,M. Alain Bruneel,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,M. André Chassaigne,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,M. Pierre Dharréville,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,M. Sébastien Jumel,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,Mme Karine Lebon,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,M. Jean-Philippe Nilor,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Gauche démocrate et républicaine,M. Stéphane Peu,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,M. Bruno Bilde,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,M. Emmanuel Blairy,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Émilie Cariou,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,M. Sébastien Chenu,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,M. Guillaume Chiche,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,M. Nicolas Dupont-Aignan,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Albane Gaillot,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Myriane Houplain,Contre
Analyse du scrutin n°4321 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Marine Le Pen,Contre
